,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_nan,MasVnrArea_nan,BsmtFinSF1_nan,BsmtFinSF2_nan,BsmtUnfSF_nan,TotalBsmtSF_nan,BsmtFullBath_nan,BsmtHalfBath_nan,GarageYrBlt_nan,GarageCars_nan,GarageArea_nan
61,62,75,1,60.0,7200,1,0,1,1,0,0,0,2,1,4,2,5,7,87,11,0,0,1,1,0,0.0,1,2,1,2,2,1,5,0.0,4,0.0,530.0,530.0,1,2,0,2,581,530,0,1111,0.0,0.0,1,0,3,1,0,6,3,0,0,1,72.0,1,1.0,288.0,2,3,0,0,0,144,0,0,0,0,3,2007,2,2,101000.0,0,0,0,0,0,0,0,0,0,0,0
62,63,120,2,44.0,6442,1,1,1,1,0,0,15,2,1,3,4,8,5,1,1,0,0,6,6,3,178.0,2,2,3,3,4,2,6,24.0,4,0.0,1346.0,1370.0,1,4,1,2,1370,0,0,1370,0.0,0.0,2,0,2,1,2,6,3,1,3,3,1.0,2,2.0,484.0,2,3,2,120,49,0,0,0,0,0,10,2007,2,2,202500.0,0,0,0,0,0,0,0,0,0,0,0
63,64,70,1,50.0,10300,1,1,0,1,0,0,3,3,0,4,5,7,6,89,60,0,0,0,3,0,0.0,1,2,1,2,3,1,5,0.0,4,0.0,576.0,576.0,1,3,1,2,902,808,0,1710,0.0,0.0,2,0,3,1,1,9,3,0,0,1,20.0,1,2.0,480.0,2,3,2,12,11,64,0,0,0,0,4,2010,2,2,140000.0,0,0,0,0,0,0,0,0,0,0,0
64,65,60,2,68.0,9375,1,0,1,1,0,0,11,2,1,4,5,7,5,12,11,0,0,6,6,2,573.0,1,2,3,3,3,1,6,739.0,4,0.0,318.0,1057.0,1,4,1,2,1057,977,0,2034,1.0,0.0,2,1,3,1,2,8,3,0,0,3,11.0,2,2.0,645.0,2,3,2,576,36,0,0,0,0,0,2,2009,2,2,219500.0,1,0,0,0,0,0,0,0,0,0,0
65,66,60,2,76.0,9591,1,0,1,1,0,0,15,2,1,4,5,8,5,3,2,0,0,6,6,2,344.0,2,2,3,4,3,3,5,0.0,4,0.0,1143.0,1143.0,1,4,1,2,1143,1330,0,2473,0.0,0.0,2,1,4,1,2,9,3,1,3,4,3.0,2,3.0,852.0,2,3,2,192,151,0,0,0,0,0,10,2007,2,2,317000.0,0,0,0,0,0,0,0,0,0,0,0
66,67,20,2,68.0,19900,1,0,1,1,0,0,5,3,1,4,4,7,5,40,21,0,0,4,5,2,287.0,1,2,2,3,3,4,6,912.0,4,0.0,1035.0,1947.0,1,2,1,2,2207,0,0,2207,1.0,0.0,2,0,3,1,1,7,1,1,3,3,40.0,2,2.0,576.0,2,3,2,301,0,0,0,0,0,0,7,2010,2,2,180000.0,1,0,0,0,0,0,0,0,0,0,0
67,68,20,2,72.0,10665,1,1,1,1,0,0,11,2,1,4,4,7,5,4,4,0,0,6,6,2,167.0,2,2,3,3,3,3,6,1013.0,4,0.0,440.0,1453.0,1,4,1,2,1479,0,0,1479,1.0,0.0,2,0,3,1,2,7,3,0,0,3,4.0,2,2.0,558.0,2,3,2,144,29,0,0,0,0,0,6,2007,2,2,226000.0,0,0,0,0,0,0,0,0,0,0,0
68,69,30,1,47.0,4608,1,0,1,1,2,0,3,0,1,4,4,4,6,65,60,0,0,1,1,0,0.0,1,1,2,2,3,1,5,0.0,4,0.0,747.0,747.0,1,2,1,2,747,0,0,747,0.0,0.0,1,0,2,1,1,4,3,0,0,3,65.0,1,1.0,220.0,2,3,2,0,0,0,0,0,0,0,6,2010,2,2,80000.0,0,0,0,0,0,0,0,0,0,0,0
69,70,50,2,81.0,15593,1,0,1,1,2,0,8,2,1,4,1,7,4,53,53,0,0,5,3,0,0.0,2,2,2,2,3,1,2,603.0,4,0.0,701.0,1304.0,0,2,1,2,1304,983,0,2287,0.0,0.0,2,0,3,1,1,7,3,1,2,3,53.0,3,2.0,667.0,2,3,2,0,21,114,0,0,0,0,7,2006,2,2,225000.0,0,0,0,0,0,0,0,0,0,0,0
70,71,20,2,95.0,13651,1,1,1,1,0,0,5,2,1,4,4,7,6,34,34,0,0,4,5,2,1115.0,1,1,2,3,3,4,4,1880.0,4,0.0,343.0,2223.0,1,4,1,2,2223,0,0,2223,1.0,0.0,2,0,3,1,1,8,3,2,3,3,34.0,3,2.0,516.0,2,3,2,300,0,0,0,0,0,0,2,2007,2,2,244000.0,0,0,0,0,0,0,0,0,0,0,0
71,72,20,2,69.0,7599,1,0,1,1,2,0,6,2,1,4,4,4,6,25,1,0,0,3,5,0,0.0,1,2,2,2,3,1,4,565.0,4,0.0,280.0,845.0,1,2,1,2,845,0,0,845,1.0,0.0,1,0,2,1,1,4,3,0,0,1,20.0,1,2.0,360.0,2,3,2,0,0,0,0,0,0,0,6,2007,2,2,129500.0,0,0,0,0,0,0,0,0,0,0,0
72,73,60,2,74.0,10141,1,1,1,1,2,0,10,2,1,4,5,7,5,11,11,0,0,6,6,2,40.0,1,2,3,3,3,1,5,0.0,4,0.0,832.0,832.0,1,3,1,2,885,833,0,1718,0.0,0.0,2,1,3,1,1,7,3,1,2,3,11.0,3,2.0,427.0,2,3,2,0,94,0,0,291,0,0,12,2009,2,2,185000.0,0,0,0,0,0,0,0,0,0,0,0
73,74,20,2,85.0,10200,1,0,1,1,0,0,5,2,1,4,4,5,7,56,7,0,0,2,0,2,104.0,1,2,2,2,3,1,4,320.0,1,362.0,404.0,1086.0,1,3,1,2,1086,0,0,1086,1.0,0.0,1,0,3,1,1,6,3,0,0,3,21.0,1,2.0,490.0,2,3,2,0,0,0,0,0,0,0,5,2010,2,2,144900.0,0,0,0,0,0,0,0,0,0,0,0
74,75,50,1,60.0,5790,1,0,1,1,2,0,3,2,1,4,5,3,6,95,60,1,0,6,6,0,0.0,2,1,2,1,3,1,5,0.0,4,0.0,840.0,840.0,1,3,0,2,840,765,0,1605,0.0,0.0,2,0,3,2,1,8,3,0,0,1,95.0,1,1.0,379.0,2,3,2,0,0,202,0,0,0,0,5,2010,2,2,107400.0,0,0,0,0,0,0,0,0,0,0,0
75,76,180,1,21.0,1596,1,0,1,1,0,0,8,2,1,2,3,4,5,36,36,0,0,7,7,0,0.0,1,2,2,3,3,4,6,462.0,4,0.0,0.0,462.0,1,2,1,2,526,462,0,988,1.0,0.0,1,0,2,1,1,5,3,0,0,4,36.0,1,1.0,297.0,2,3,2,120,101,0,0,0,0,0,11,2009,2,2,91000.0,0,0,0,0,0,0,0,0,0,0,0
76,77,20,2,68.0,8475,1,1,1,1,0,0,5,2,1,4,4,4,7,52,52,0,0,6,6,0,0.0,1,2,2,2,3,1,4,228.0,4,0.0,724.0,952.0,1,4,1,1,952,0,0,952,0.0,0.0,1,0,2,1,1,4,3,0,0,1,52.0,1,1.0,283.0,2,3,2,0,0,0,0,0,0,0,4,2008,2,2,135750.0,1,0,0,0,0,0,0,0,0,0,0
77,78,50,1,50.0,8635,1,0,1,1,0,0,1,2,1,4,1,5,5,60,7,0,0,2,0,0,0.0,1,2,2,2,3,1,2,336.0,5,41.0,295.0,672.0,1,2,1,2,1072,213,0,1285,1.0,0.0,1,0,2,1,1,6,1,0,0,1,60.0,1,1.0,240.0,2,3,2,0,0,0,0,0,0,0,1,2008,2,2,127000.0,0,0,0,0,0,0,0,0,0,0,0
78,79,90,2,72.0,10778,1,0,1,1,0,0,4,2,1,1,4,4,5,42,42,2,0,3,4,0,0.0,1,2,2,2,3,1,5,0.0,4,0.0,1768.0,1768.0,1,2,0,2,1768,0,0,1768,0.0,0.0,2,0,4,2,1,8,3,0,0,0,31.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,4,2010,2,2,136500.0,0,0,0,0,0,0,0,0,1,0,0
79,80,50,1,60.0,10440,1,0,1,1,2,0,3,2,1,4,5,5,6,99,28,0,0,2,0,0,0.0,1,2,3,2,3,1,5,0.0,4,0.0,440.0,440.0,1,3,1,2,682,548,0,1230,0.0,0.0,1,1,2,1,1,5,3,0,0,1,43.0,1,2.0,440.0,2,3,2,74,0,128,0,0,0,0,5,2009,2,2,110000.0,0,0,0,0,0,0,0,0,0,0,0
80,81,60,2,100.0,13000,1,0,1,1,2,0,5,2,1,4,5,6,6,41,41,0,0,6,6,2,576.0,1,1,2,3,3,1,1,448.0,4,0.0,448.0,896.0,1,2,1,2,1182,960,0,2142,0.0,0.0,2,1,4,1,2,8,3,1,3,3,41.0,3,1.0,509.0,2,3,2,0,72,0,0,252,0,0,6,2009,2,2,193500.0,0,0,0,0,0,0,0,0,0,0,0
81,82,120,1,32.0,4500,1,0,1,1,1,0,6,2,1,3,4,6,5,8,8,2,0,6,6,2,443.0,1,1,3,4,4,1,6,1201.0,4,0.0,36.0,1237.0,1,4,1,2,1337,0,0,1337,1.0,0.0,2,0,2,1,1,5,3,0,0,3,8.0,3,2.0,405.0,2,3,2,0,199,0,0,0,0,0,3,2006,2,2,153500.0,0,0,0,0,0,0,0,0,0,0,0
82,83,20,2,78.0,10206,1,0,1,1,0,0,13,2,1,4,4,8,5,1,1,0,0,6,6,3,468.0,1,2,3,3,3,1,6,33.0,4,0.0,1530.0,1563.0,1,4,1,2,1563,0,0,1563,0.0,0.0,2,0,3,1,2,6,3,1,3,3,1.0,2,3.0,758.0,2,3,2,144,99,0,0,0,0,0,10,2008,2,2,245000.0,0,0,0,0,0,0,0,0,0,0,0
83,84,20,2,80.0,8892,1,1,1,1,0,0,5,2,1,4,4,5,5,47,47,0,0,1,1,1,66.0,1,2,2,2,3,1,5,0.0,4,0.0,1065.0,1065.0,1,3,1,2,1065,0,0,1065,0.0,0.0,1,1,3,1,1,6,3,0,0,1,33.0,1,2.0,461.0,2,3,2,74,0,0,0,0,0,0,7,2007,0,2,126500.0,0,0,0,0,0,0,0,0,0,0,0
84,85,80,2,68.0,8530,1,1,1,1,0,0,10,2,1,4,3,7,5,14,13,0,0,3,4,2,22.0,1,2,3,3,3,1,5,0.0,4,0.0,384.0,384.0,1,3,1,2,804,670,0,1474,0.0,0.0,2,1,3,1,1,7,3,1,2,4,14.0,3,2.0,400.0,2,3,2,120,72,0,0,0,0,700,5,2009,2,2,168500.0,1,0,0,0,0,0,0,0,0,0,0
85,86,60,2,121.0,16059,1,0,1,1,2,0,16,2,1,4,5,8,5,15,14,2,0,3,4,2,284.0,2,2,2,3,3,1,5,0.0,4,0.0,1288.0,1288.0,1,4,1,2,1301,1116,0,2417,0.0,0.0,2,1,4,1,2,9,3,1,2,3,15.0,1,2.0,462.0,2,3,2,127,82,0,0,0,0,0,4,2006,2,2,260000.0,0,0,0,0,0,0,0,0,0,0,0
86,87,60,2,122.0,11911,1,3,1,1,0,0,10,2,1,4,5,6,5,4,4,0,0,6,6,0,0.0,2,2,3,3,3,3,5,0.0,4,0.0,684.0,684.0,1,4,1,2,684,876,0,1560,0.0,0.0,2,1,3,1,2,6,3,1,3,4,4.0,3,2.0,400.0,2,3,2,100,38,0,0,0,0,0,3,2009,2,2,174000.0,0,0,0,0,0,0,0,0,0,0,0
87,88,160,3,40.0,3951,1,0,1,1,2,0,13,2,1,3,5,6,5,0,0,0,0,6,6,3,76.0,2,2,3,3,3,3,5,0.0,4,0.0,612.0,612.0,1,4,1,2,612,612,0,1224,0.0,0.0,2,1,2,1,2,4,3,0,0,1,0.0,2,2.0,528.0,2,3,2,0,234,0,0,0,0,0,6,2009,3,3,164500.0,0,0,0,0,0,0,0,0,0,0,0
88,89,50,0,105.0,8470,1,1,1,1,2,0,0,1,0,4,1,3,2,94,27,2,0,4,5,0,0.0,0,0,2,2,2,1,5,0.0,4,0.0,1013.0,1013.0,1,2,0,2,1013,0,513,1526,0.0,0.0,1,0,2,1,0,6,3,0,0,0,30.0,0,0.0,0.0,0,0,0,0,0,156,0,0,0,0,10,2009,1,0,85000.0,0,0,0,0,0,0,0,0,1,0,0
89,90,20,2,60.0,8070,1,0,1,1,0,0,11,2,1,4,4,4,5,13,12,0,0,6,6,0,0.0,1,2,3,3,3,1,6,588.0,4,0.0,402.0,990.0,1,4,1,2,990,0,0,990,1.0,0.0,1,0,3,1,1,5,3,0,0,0,28.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,8,2007,2,2,123600.0,0,0,0,0,0,0,0,0,1,0,0
90,91,20,2,60.0,7200,1,0,1,1,0,0,5,2,1,4,4,4,5,56,56,0,0,5,0,0,0.0,1,2,0,0,1,0,0,0.0,0,0.0,0.0,0.0,1,2,1,1,1040,0,0,1040,0.0,0.0,1,0,2,1,1,4,3,0,0,1,56.0,1,2.0,420.0,2,3,2,0,29,0,0,0,0,0,7,2006,2,2,109900.0,0,0,0,0,0,0,0,0,0,0,0
91,92,20,2,85.0,8500,1,0,1,1,0,0,5,2,1,4,4,5,3,45,45,2,0,3,4,1,203.0,1,2,2,2,3,1,1,600.0,4,0.0,635.0,1235.0,1,2,1,2,1235,0,0,1235,0.0,0.0,1,0,2,1,1,6,3,0,0,3,45.0,1,2.0,480.0,2,3,2,0,0,0,0,0,0,0,12,2006,2,0,98600.0,0,0,0,0,0,0,0,0,0,0,0
92,93,30,2,80.0,13360,1,1,3,1,0,0,12,2,1,4,4,5,7,88,3,0,0,2,0,0,0.0,1,1,1,3,3,1,4,713.0,4,0.0,163.0,876.0,1,4,1,2,964,0,0,964,1.0,0.0,1,0,2,1,1,5,3,0,0,1,88.0,1,2.0,432.0,2,3,2,0,0,44,0,0,0,0,8,2009,2,2,163500.0,0,0,0,0,0,0,0,0,0,0,0
93,94,190,0,60.0,7200,1,0,1,1,2,0,3,2,1,0,2,6,6,97,9,2,0,1,1,0,0.0,1,2,1,2,2,2,1,1046.0,4,0.0,168.0,1214.0,0,4,0,2,1260,1031,0,2291,0.0,1.0,2,0,4,2,1,9,3,1,3,1,107.0,1,2.0,506.0,2,3,2,0,0,0,0,99,0,0,11,2007,2,2,133900.0,0,0,0,0,0,0,0,0,0,0,0
94,95,60,2,69.0,9337,1,1,1,1,0,0,11,2,1,4,5,6,5,10,10,0,0,6,6,0,0.0,1,1,3,3,3,1,6,648.0,4,0.0,176.0,824.0,1,4,1,2,905,881,0,1786,1.0,0.0,2,1,3,1,2,7,3,0,0,3,10.0,2,2.0,684.0,2,3,2,0,162,0,0,0,0,0,5,2007,2,2,204750.0,0,0,0,0,0,0,0,0,0,0,0
95,96,60,2,68.0,9765,1,3,1,1,2,0,10,2,1,4,5,6,8,16,16,0,0,6,6,2,68.0,3,1,3,3,4,1,4,310.0,4,0.0,370.0,680.0,1,3,1,2,680,790,0,1470,0.0,0.0,2,1,3,1,1,6,3,1,2,4,16.0,3,2.0,420.0,2,3,2,232,63,0,0,0,0,480,4,2009,2,2,185000.0,1,0,0,0,0,0,0,0,0,0,0
96,97,20,2,78.0,10264,1,1,1,1,0,0,11,2,1,4,4,7,5,7,7,0,0,6,6,2,183.0,2,2,3,3,3,3,4,1162.0,4,0.0,426.0,1588.0,1,4,1,2,1588,0,0,1588,0.0,0.0,2,0,3,1,2,6,3,0,0,3,7.0,2,2.0,472.0,2,3,2,158,29,0,0,0,0,0,8,2006,2,2,214000.0,0,0,0,0,0,0,0,0,0,0,0
97,98,20,2,73.0,10921,1,0,3,1,0,0,2,2,1,4,4,4,5,42,42,2,0,3,4,2,48.0,1,2,2,2,3,1,1,520.0,4,0.0,440.0,960.0,1,2,1,0,960,0,0,960,1.0,0.0,1,0,3,1,1,6,3,0,0,3,42.0,3,1.0,432.0,2,3,1,120,0,0,0,0,0,0,5,2007,2,2,94750.0,0,0,0,0,0,0,0,0,0,0,0
98,99,30,2,85.0,10625,1,0,1,1,2,0,2,2,1,4,4,5,5,90,60,0,0,2,0,0,0.0,1,2,1,2,3,1,4,108.0,4,0.0,350.0,458.0,1,1,0,2,835,0,0,835,0.0,0.0,1,0,2,1,1,5,3,0,0,2,90.0,1,1.0,366.0,1,3,2,0,0,77,0,0,0,400,5,2010,0,0,83000.0,0,0,0,0,0,0,0,0,0,0,0
99,100,20,2,77.0,9320,1,1,1,1,0,0,5,2,1,4,4,4,5,51,51,0,0,4,5,0,0.0,1,2,2,2,3,1,4,569.0,4,0.0,381.0,950.0,1,1,1,2,1225,0,0,1225,1.0,0.0,1,1,3,1,1,6,3,0,0,0,31.0,0,0.0,0.0,0,0,2,352,0,0,0,0,0,400,1,2010,2,2,128950.0,0,0,0,0,0,0,0,0,1,0,0
100,101,20,2,68.0,10603,1,1,1,1,0,0,9,2,1,4,4,6,7,33,9,0,0,4,5,2,28.0,1,2,3,2,3,2,4,1200.0,4,0.0,410.0,1610.0,1,3,1,2,1610,0,0,1610,1.0,0.0,2,0,3,1,2,6,3,2,2,3,33.0,2,2.0,480.0,2,3,2,168,68,0,0,0,0,0,2,2010,2,2,205000.0,1,0,0,0,0,0,0,0,0,0,0
101,102,60,2,77.0,9206,1,0,1,1,0,0,7,2,1,4,5,6,5,25,25,0,0,3,4,2,336.0,2,2,2,3,3,1,5,0.0,4,0.0,741.0,741.0,1,2,1,2,977,755,0,1732,0.0,0.0,2,1,3,1,2,7,3,1,2,3,25.0,3,2.0,476.0,2,3,2,192,46,0,0,0,0,0,6,2010,2,2,178000.0,0,0,0,0,0,0,0,0,0,0,0
102,103,90,2,64.0,7018,1,0,0,1,0,0,7,2,1,1,4,5,5,30,30,0,0,3,4,0,0.0,1,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,1,2,1,2,1535,0,0,1535,0.0,0.0,2,0,4,2,1,8,3,0,0,3,30.0,1,2.0,410.0,2,3,2,0,0,0,0,0,0,0,6,2009,2,1,118964.0,0,0,0,0,0,0,0,0,0,0,0
103,104,20,2,94.0,10402,1,1,1,1,2,0,11,2,1,4,4,7,5,1,1,0,0,6,6,0,0.0,1,2,3,3,3,1,5,0.0,4,0.0,1226.0,1226.0,1,4,1,2,1226,0,0,1226,0.0,0.0,2,0,3,1,2,6,3,0,0,3,1.0,2,3.0,740.0,2,3,2,0,36,0,0,0,0,0,5,2010,2,2,198900.0,0,0,0,0,0,0,0,0,0,0,0
104,105,50,1,68.0,7758,1,0,1,1,2,0,0,2,1,4,1,7,4,76,57,0,0,0,3,2,600.0,1,0,3,2,3,1,3,224.0,4,0.0,816.0,1040.0,1,4,1,0,1226,592,0,1818,0.0,0.0,1,1,4,1,1,7,3,2,2,1,56.0,1,1.0,240.0,2,3,2,0,0,0,0,184,0,0,6,2007,2,2,169500.0,1,0,0,0,0,0,0,0,0,0,0
105,106,60,3,75.0,9375,1,0,1,1,0,0,13,2,1,4,5,8,5,5,4,2,0,6,6,2,768.0,2,2,3,4,3,1,5,0.0,4,0.0,1053.0,1053.0,1,4,1,2,1053,939,0,1992,0.0,0.0,2,1,3,1,2,9,3,1,3,3,5.0,2,2.0,648.0,2,3,2,140,45,0,0,0,0,0,8,2008,2,2,250000.0,0,0,0,0,0,0,0,0,0,0,0
106,107,30,1,60.0,10800,1,0,1,1,0,0,3,2,1,4,4,4,7,122,12,1,0,6,6,0,0.0,1,2,1,1,3,1,5,0.0,4,0.0,641.0,641.0,1,3,1,2,1047,0,0,1047,0.0,0.0,1,0,2,1,1,6,3,0,0,1,53.0,1,1.0,273.0,1,1,0,0,0,0,0,0,0,450,8,2007,2,2,100000.0,0,0,0,0,0,0,0,0,0,0,0
107,108,20,1,50.0,6000,1,0,1,1,0,0,3,2,1,4,4,5,5,60,58,0,0,6,6,0,0.0,1,2,2,2,3,1,4,104.0,1,169.0,516.0,789.0,1,4,1,2,789,0,0,789,0.0,0.0,1,0,2,1,1,5,3,0,0,1,60.0,1,1.0,250.0,2,3,2,0,0,0,0,0,0,0,4,2008,2,3,115000.0,0,0,0,0,0,0,0,0,0,0,0
108,109,50,1,85.0,8500,1,0,1,1,2,0,0,0,1,4,1,5,7,88,2,0,0,7,7,0,0.0,1,2,2,2,3,1,5,0.0,4,0.0,793.0,793.0,0,2,0,0,997,520,0,1517,0.0,0.0,2,0,3,1,0,7,3,0,0,0,28.0,0,0.0,0.0,0,0,0,0,0,144,0,0,0,0,8,2007,2,2,115000.0,0,0,0,0,0,0,0,0,1,0,0
109,110,20,2,105.0,11751,1,1,1,1,0,0,9,2,1,4,4,6,6,33,33,2,0,4,5,2,480.0,1,2,2,3,3,1,2,705.0,4,0.0,1139.0,1844.0,1,4,1,2,1844,0,0,1844,0.0,0.0,2,0,3,1,1,7,3,1,2,3,33.0,2,2.0,546.0,2,3,2,0,122,0,0,0,0,0,1,2010,0,2,190000.0,0,0,0,0,0,0,0,0,0,0,0
110,111,50,2,75.0,9525,1,0,1,1,0,0,2,2,1,4,1,6,4,52,34,0,0,2,0,0,0.0,1,2,2,2,2,1,1,444.0,4,0.0,550.0,994.0,1,3,1,2,1216,639,0,1855,0.0,0.0,2,0,4,1,1,7,3,0,0,3,52.0,1,1.0,325.0,2,3,2,182,0,0,0,0,0,0,10,2006,2,2,136900.0,0,0,0,0,0,0,0,0,0,0,0
111,112,80,2,68.0,7750,1,1,1,1,0,0,10,2,1,4,3,7,5,10,10,0,0,6,6,0,0.0,1,2,3,3,3,1,6,250.0,4,0.0,134.0,384.0,1,4,1,2,774,656,0,1430,0.0,0.0,2,1,3,1,1,7,3,1,2,4,10.0,3,2.0,400.0,2,3,2,180,0,0,0,0,0,0,4,2010,2,2,180000.0,1,0,0,0,0,0,0,0,0,0,0
112,113,60,2,77.0,9965,1,0,1,1,0,0,11,2,1,4,5,7,5,0,0,0,0,6,6,3,220.0,2,2,3,4,3,3,6,984.0,4,0.0,280.0,1264.0,1,4,1,2,1282,1414,0,2696,1.0,0.0,2,1,4,1,3,10,3,1,3,4,0.0,3,3.0,792.0,2,3,2,120,184,0,0,168,0,0,10,2007,3,3,383970.0,0,0,0,0,0,0,0,0,0,0,0
113,114,20,2,68.0,21000,1,0,0,1,2,0,12,2,1,4,4,6,5,54,54,2,0,2,0,2,184.0,1,1,2,3,3,2,4,35.0,3,869.0,905.0,1809.0,1,2,1,2,2259,0,0,2259,1.0,0.0,2,0,3,1,2,7,3,2,3,2,54.0,1,2.0,450.0,2,3,2,166,120,192,0,0,0,0,10,2007,0,0,217000.0,1,0,0,0,0,0,0,0,0,0,0
114,115,70,2,61.0,7259,1,1,1,1,0,1,12,2,1,4,5,6,8,62,5,1,0,2,0,0,0.0,1,2,2,2,3,1,4,774.0,2,150.0,104.0,1028.0,1,4,1,2,1436,884,0,2320,1.0,0.0,2,1,3,1,2,9,3,1,2,1,62.0,1,1.0,180.0,2,3,2,224,0,0,0,0,0,0,7,2007,2,2,259500.0,0,0,0,0,0,0,0,0,0,0,0
115,116,160,3,34.0,3230,1,0,1,1,2,0,13,2,1,3,5,6,5,8,8,0,0,1,1,2,1129.0,1,2,3,3,3,1,6,419.0,4,0.0,310.0,729.0,1,3,1,2,729,729,0,1458,0.0,0.0,2,1,2,1,1,5,3,1,1,1,8.0,1,2.0,440.0,2,3,2,0,32,0,0,0,0,0,6,2007,2,2,176000.0,0,0,0,0,0,0,0,0,0,0,0
116,117,20,2,68.0,11616,1,0,1,1,0,0,4,2,1,4,4,5,5,47,47,0,0,2,0,2,116.0,1,2,2,2,3,1,3,170.0,1,670.0,252.0,1092.0,1,2,1,2,1092,0,0,1092,0.0,1.0,1,0,3,1,1,6,3,1,4,3,47.0,1,1.0,288.0,2,3,2,0,20,144,0,0,0,0,9,2009,2,2,139000.0,1,0,0,0,0,0,0,0,0,0,0
117,118,20,2,74.0,8536,1,0,1,1,2,0,2,2,1,4,4,5,5,1,0,0,0,6,6,0,0.0,1,2,3,3,3,1,5,0.0,4,0.0,1125.0,1125.0,1,3,1,2,1125,0,0,1125,0.0,0.0,1,1,2,1,1,5,3,0,0,3,0.0,1,2.0,430.0,2,3,2,80,64,0,0,0,0,0,4,2007,3,3,155000.0,0,0,0,0,0,0,0,0,0,0,0
118,119,60,2,90.0,12376,1,0,1,1,2,0,7,2,1,4,5,7,5,20,20,2,0,4,5,0,0.0,1,2,3,3,3,2,6,1470.0,4,0.0,203.0,1673.0,1,3,1,2,1699,1523,0,3222,1.0,0.0,3,0,5,1,2,11,3,2,2,3,20.0,1,3.0,594.0,2,3,2,367,0,0,0,0,0,0,5,2010,2,2,320000.0,0,0,0,0,0,0,0,0,0,0,0
119,120,60,2,65.0,8461,1,0,1,1,0,0,11,2,1,4,5,6,5,1,0,0,0,6,6,0,0.0,2,2,3,3,3,1,5,0.0,4,0.0,728.0,728.0,1,4,1,2,728,728,0,1456,0.0,0.0,2,1,3,1,2,8,3,1,3,3,1.0,3,2.0,390.0,2,3,2,0,24,0,0,0,0,0,7,2006,3,3,163990.0,0,0,0,0,0,0,0,0,0,0,0
120,121,80,2,68.0,21453,1,1,2,1,4,2,8,2,1,4,3,6,5,37,37,1,1,4,5,0,0.0,1,2,2,2,3,4,4,938.0,4,0.0,0.0,938.0,1,4,1,2,988,0,0,988,1.0,0.0,1,0,1,1,1,4,3,2,2,3,37.0,1,2.0,540.0,2,3,2,0,130,0,130,0,0,0,10,2006,2,2,180000.0,1,0,0,0,0,0,0,0,0,0,0
121,122,50,1,50.0,6060,1,0,1,1,0,0,0,2,1,4,1,4,5,68,57,0,0,0,3,0,0.0,1,2,3,2,3,1,5,0.0,4,0.0,732.0,732.0,1,3,1,2,772,351,0,1123,0.0,0.0,1,0,3,1,1,4,3,0,0,1,28.0,1,1.0,264.0,2,3,1,0,0,140,0,0,0,0,6,2007,2,2,100000.0,0,0,0,0,0,0,0,0,0,0,0
122,123,20,2,75.0,9464,1,0,1,1,2,0,5,2,1,4,4,6,7,50,50,2,0,1,1,2,135.0,1,1,2,2,3,1,2,570.0,4,0.0,510.0,1080.0,1,3,1,2,1080,0,0,1080,0.0,0.0,1,0,3,1,1,5,3,0,0,3,50.0,1,1.0,288.0,2,3,2,0,0,0,0,130,0,0,6,2008,2,2,136000.0,0,0,0,0,0,0,0,0,0,0,0
123,124,120,2,55.0,7892,1,0,1,1,0,0,7,2,1,3,4,6,5,15,15,0,0,4,5,0,0.0,2,2,3,3,3,1,6,300.0,4,0.0,899.0,1199.0,1,4,1,2,1199,0,0,1199,0.0,0.0,2,0,2,1,2,5,3,0,0,3,15.0,2,2.0,530.0,2,3,2,0,63,0,0,0,0,0,3,2008,2,2,153900.0,0,0,0,0,0,0,0,0,0,0,0
124,125,20,2,48.0,17043,1,1,1,1,4,0,9,2,1,4,4,6,5,30,11,0,0,3,4,0,0.0,1,1,2,3,2,1,5,0.0,4,0.0,1362.0,1362.0,1,2,1,2,1586,0,0,1586,0.0,0.0,2,0,3,1,1,7,3,1,2,3,30.0,1,2.0,435.0,2,3,2,192,0,0,0,0,0,0,1,2009,2,2,181000.0,0,0,0,0,0,0,0,0,0,0,0
